Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_316.jpg;0;1;0;2.992743;102.9629;76.80885;1.368213;277.5687;-0.001446265
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_367.jpg;0;1;0;3.020332;102.9783;76.68866;1.369421;277.5588;-0.001484196
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_416.jpg;0;1;0;3.061591;103.0018;76.5063;1.372401;277.5465;-0.001043484
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_466.jpg;0;1;0;3.088717;103.0175;76.38335;1.376014;277.5355;-0.001518921
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_517.jpg;0;1;0;3.129772;103.0414;76.19696;1.377125;277.5218;-0.001526094
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_567.jpg;0;1;0;3.157059;103.0574;76.0713;1.379395;277.514;-0.001093247
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_617.jpg;0;1;0;3.197574;103.0817;75.88083;1.382207;277.498;-0.001528173
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_666.jpg;0;0.8499279;0;3.223619;103.098;75.75261;1.382124;277.4901;-0.001064498
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_717.jpg;0;0.7000028;0;3.254564;103.1226;75.55882;1.380005;277.4741;-0.001028509
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_766.jpg;0;0.5500537;0;3.270671;103.1391;75.42898;1.372552;277.4617;-0.0008930233
